,title,REVISADO (bibtex citation),Google link,Taxonomy,Systematic,Mexico,Morphology,First gen.,Second gen.,Third gen.,Nuclear info,Chloroplast info,Parsimony,Maximum likelihood,Bayesian,MSC
7627,Origin and Evolution of the Chrysobalanaceae Family: insights into the evolution of plants in the Neotropics,,https://scholar.google.com/scholar?&q=Origin+and+Evolution+of+the+Chrysobalanaceae+Family%3A+insights+into+the+evolution+of+plants+in+the+Neotropics,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7628,Origin and Phylogenetic Relationships of the Oryza Species with the CD Genome Based on Multiple-Gene Sequence Data,,https://scholar.google.com/scholar?&q=Origin+and+Phylogenetic+Relationships+of+the+Oryza+Species+with+the+CD+Genome+Based+on+Multiple-Gene+Sequence+Data,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7629,Origin and Phylogenetics of Darwiniothamnus (Asteraceae: Astereae),,https://scholar.google.com/scholar?&q=Origin+and+Phylogenetics+of+Darwiniothamnus+%28Asteraceae%3A+Astereae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7630,Origin and Reticulate Evolutionary Process of Wheatgrass Elymus trachycaulus (Triticeae: Poaceae),,https://scholar.google.com/scholar?&q=Origin+and+Reticulate+Evolutionary+Process+of+Wheatgrass+Elymus+trachycaulus+%28Triticeae%3A+Poaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7632,Origin and classification of tribe Loteae (Faboideae: Fabaceae): insight based on phylogenetic analysis of internal transcribed spacer regions of nrDNA,,https://scholar.google.com/scholar?&q=Origin+and+classification+of+tribe+Loteae+%28Faboideae%3A+Fabaceae%29%3A+insight+based+on+phylogenetic+analysis+of+internal+transcribed+spacer+regions+of+nrDNA,Auto,Auto,?,?,Auto,?,?,Auto,?,?,?,?,?
7634,Origin and diversification of Indian Ceropegieae (Apocynaceae) and possible relation to the Indian monsoon,,https://scholar.google.com/scholar?&q=Origin+and+diversification+of+Indian+Ceropegieae+%28Apocynaceae%29+and+possible+relation+to+the+Indian+monsoon,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7635,"Origin and diversification of the Milla Clade (Brodiaeoideae, Asparagaceae): a Neotropical group of six geophyte genera",,https://scholar.google.com/scholar?&q=Origin+and+diversification+of+the+Milla+Clade+%28Brodiaeoideae%2C+Asparagaceae%29%3A+a+Neotropical+group+of+six+geophyte+genera,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7636,Origin and evolution of Chinese waxy maize: evidence from the Globulin-1 gene,,https://scholar.google.com/scholar?&q=Origin+and+evolution+of+Chinese+waxy+maize%3A+evidence+from+the+Globulin-1+gene,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7637,Origin and evolution of North American polyploid Silene (Caryophyllaceae),,https://scholar.google.com/scholar?&q=Origin+and+evolution+of+North+American+polyploid+Silene+%28Caryophyllaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7638,Origin and evolution of Prunus mume Sieb. et Zucc. (Rosaceae),,https://scholar.google.com/scholar?&q=Origin+and+evolution+of+Prunus+mume+Sieb.+et+Zucc.+%28Rosaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7639,Origin and evolution of endemic Galapagos Varronia species (Cordiaceae),,https://scholar.google.com/scholar?&q=Origin+and+evolution+of+endemic+Galapagos+Varronia+species+%28Cordiaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7640,Origin and evolution of fleshy fruit in woody bamboos,,https://scholar.google.com/scholar?&q=Origin+and+evolution+of+fleshy+fruit+in+woody+bamboos,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7641,Origin and evolution of the endemic genera of Gonosperminae (Asteraceae: Anthemideae) from the Canary Islands: evidence from nucleotide sequences of the internal transcribed spacers of the nuclear ribosomal DNA,,https://scholar.google.com/scholar?&q=Origin+and+evolution+of+the+endemic+genera+of+Gonosperminae+%28Asteraceae%3A+Anthemideae%29+from+the+Canary+Islands%3A+evidence+from+nucleotide+sequences+of+the+internal+transcribed+spacers+of+the+nuclear+ribosomal+DNA,?,Auto,?,?,Auto,?,?,Auto,?,?,?,?,?
7642,Origin and evolution of the genus Piper in Peninsular India,,https://scholar.google.com/scholar?&q=Origin+and+evolution+of+the+genus+Piper+in+Peninsular+India,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7643,Origin and evolution of the polyploid Fragaria species through phylogenetical analyses of GBSSI and DHAR low-copy nuclear genes,,https://scholar.google.com/scholar?&q=Origin+and+evolution+of+the+polyploid+Fragaria+species+through+phylogenetical+analyses+of+GBSSI+and+DHAR+low-copy+nuclear+genes,?,Auto,?,?,?,?,?,Auto,?,?,?,?,?
7644,Origin and genome evolution of allopolyploid species of Melampodium sect. Melampodium (Asteraceae),,https://scholar.google.com/scholar?&q=Origin+and+genome+evolution+of+allopolyploid+species+of+Melampodium+sect.+Melampodium+%28Asteraceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7646,Origin and phylogeny of Oryza species with the CD genome based on multiple-gene sequence data,,https://scholar.google.com/scholar?&q=Origin+and+phylogeny+of+Oryza+species+with+the+CD+genome+based+on+multiple-gene+sequence+data,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7648,Origin and relationships of the tarweed-silversword lineage (Compositae-Madiinae),,https://scholar.google.com/scholar?&q=Origin+and+relationships+of+the+tarweed-silversword+lineage+%28Compositae-Madiinae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7651,Origin of Hawaiian Polystichum (Dryopteridaceae) in the context of a world phylogeny,,https://scholar.google.com/scholar?&q=Origin+of+Hawaiian+Polystichum+%28Dryopteridaceae%29+in+the+context+of+a+world+phylogeny,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7661,Origin of the Rapa endemic genus Apostates: Revisiting major disjunctions and evolutionary conservatism in the Bahia alliance (Bahieae; Compositae),,https://scholar.google.com/scholar?&q=Origin+of+the+Rapa+endemic+genus+Apostates%3A+Revisiting+major+disjunctions+and+evolutionary+conservatism+in+the+Bahia+alliance+%28Bahieae%3B+Compositae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7662,Origin of the Y genome in Elymus and its relationship to other genomes in Triticeae based on evidence from elongation factor G (EF-G) gene sequences,,https://scholar.google.com/scholar?&q=Origin+of+the+Y+genome+in+Elymus+and+its+relationship+to+other+genomes+in+Triticeae+based+on+evidence+from+elongation+factor+G+%28EF-G%29+gene+sequences,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7666,Origin of volatile terpenoids inferred from rbcL gene phylogeny,,https://scholar.google.com/scholar?&q=Origin+of+volatile+terpenoids+inferred+from+rbcL+gene+phylogeny,?,Auto,?,?,Auto,?,?,?,Auto,?,?,?,?
7673,Origins and evolution of cinnamon and camphor: A phylogenetic and historical biogeographical analysis of the Cinnamomum group (Lauraceae),,https://scholar.google.com/scholar?&q=Origins+and+evolution+of+cinnamon+and+camphor%3A+A+phylogenetic+and+historical+biogeographical+analysis+of+the+Cinnamomum+group+%28Lauraceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7678,"Origins of polyploidy in Paspalum stellatum and related species (Poaceae, Panicoideae, Paspaleae) inferred from phylogenetic and cytogenetic analyses",,https://scholar.google.com/scholar?&q=Origins+of+polyploidy+in+Paspalum+stellatum+and+related+species+%28Poaceae%2C+Panicoideae%2C+Paspaleae%29+inferred+from+phylogenetic+and+cytogenetic+analyses,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7683,"Osmophore structure and phylogeny of Cirrhaea (Orchidaceae, Stanhopeinae)",,https://scholar.google.com/scholar?&q=Osmophore+structure+and+phylogeny+of+Cirrhaea+%28Orchidaceae%2C+Stanhopeinae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7686,Out of Africa: molecular phylogenetics and biogeography of Wolffiella (Lemnaceae),,https://scholar.google.com/scholar?&q=Out+of+Africa%3A+molecular+phylogenetics+and+biogeography+of+Wolffiella+%28Lemnaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7688,"Out of Borneo: biogeography, phylogeny and divergence date estimates of Artocarpus (Moraceae)",,https://scholar.google.com/scholar?&q=Out+of+Borneo%3A+biogeography%2C+phylogeny+and+divergence+date+estimates+of+Artocarpus+%28Moraceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7689,Out-of-Tibet: the spatio-temporal evolution of Gentiana (Gentianaceae),,https://scholar.google.com/scholar?&q=Out-of-Tibet%3A+the+spatio-temporal+evolution+of+Gentiana+%28Gentianaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7690,Outgroup selection and sampling representation in molecular systematic studies: an example from the Poaceae utilizing rbcL,,https://scholar.google.com/scholar?&q=Outgroup+selection+and+sampling+representation+in+molecular+systematic+studies%3A+an+example+from+the+Poaceae+utilizing+rbcL,?,Auto,?,?,Auto,?,?,?,Auto,?,?,?,?
7701,Ovule bet-hedging at high elevation in the South American Andes: Evidence from a phylogenetically controlled multispecies study,,https://scholar.google.com/scholar?&q=Ovule+bet-hedging+at+high+elevation+in+the+South+American+Andes%3A+Evidence+from+a+phylogenetically+controlled+multispecies+study,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7704,"Oxalis wulingensis (Oxalidaceae), an unusual new species from central China",,https://scholar.google.com/scholar?&q=Oxalis+wulingensis+%28Oxalidaceae%29%2C+an+unusual+new+species+from+central+China,Auto,?,?,?,?,?,?,?,?,?,?,?,?
7727,PHYLOGENETIC RELATIONSHIPS BETWEEN DERIVED APOCYNACEAE S.L. AND WITHIN SECAMONOIDEAE BASED ON CHLOROPLAST SEQUENCES,,https://scholar.google.com/scholar?&q=PHYLOGENETIC+RELATIONSHIPS+BETWEEN+DERIVED+APOCYNACEAE+S.L.+AND+WITHIN+SECAMONOIDEAE+BASED+ON+CHLOROPLAST+SEQUENCES,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
7728,PHYLOGENETIC STUDY OF PSILOTUM NUDUM. L FROM HIMALYAN RANGE OF PAKISTAN USING DNA BARCODES,,https://scholar.google.com/scholar?&q=PHYLOGENETIC+STUDY+OF+PSILOTUM+NUDUM.+L+FROM+HIMALYAN+RANGE+OF+PAKISTAN+USING+DNA+BARCODES,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7729,"PIF- and Pong-like transposable elements: distribution, evolution and relationship with Tourist-like miniature inverted-repeat transposable elements",,https://scholar.google.com/scholar?&q=PIF-+and+Pong-like+transposable+elements%3A+distribution%2C+evolution+and+relationship+with+Tourist-like+miniature+inverted-repeat+transposable+elements,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7736,PLANTS WITH INCREASED GROWTH OVER EXPRESSING A MITOCHONDRIAL GLYCINE DECARBOXYLASE COMPLEX SUBUNIT,,https://scholar.google.com/scholar?&q=PLANTS+WITH+INCREASED+GROWTH+OVER+EXPRESSING+A+MITOCHONDRIAL+GLYCINE+DECARBOXYLASE+COMPLEX+SUBUNIT,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7759,Palmitoyl-acyl carrier protein (ACP) thioesterase and the evolutionary origin of plant acyl-ACP thioesterases,,https://scholar.google.com/scholar?&q=Palmitoyl-acyl+carrier+protein+%28ACP%29+thioesterase+and+the+evolutionary+origin+of+plant+acyl-ACP+thioesterases,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7761,"Paneroa, a new genus of Eupatorieae (Asteraceae) from Mexico",,https://scholar.google.com/scholar?&q=Paneroa%2C+a+new+genus+of+Eupatorieae+%28Asteraceae%29+from+Mexico,?,?,Auto,?,?,?,?,?,?,?,?,?,?
7767,Parallel evolution of TCP and B-class genes in Commelinaceae flower bilateral symmetry,,https://scholar.google.com/scholar?&q=Parallel+evolution+of+TCP+and+B-class+genes+in+Commelinaceae+flower+bilateral+symmetry,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7768,Parallel evolution of arborescent carrots (Daucus) in Macaronesia,,https://scholar.google.com/scholar?&q=Parallel+evolution+of+arborescent+carrots+%28Daucus%29+in+Macaronesia,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7769,Parallel evolution of phenological isolation across the speciation spectrum in serpentine-adapted plants,,https://scholar.google.com/scholar?&q=Parallel+evolution+of+phenological+isolation+across+the+speciation+spectrum+in+serpentine-adapted+plants,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7770,Parallel evolutionary patterns in multiple lineages of arctic Artemisia L. (Asteraceae),,https://scholar.google.com/scholar?&q=Parallel+evolutionary+patterns+in+multiple+lineages+of+arctic+Artemisia+L.+%28Asteraceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7778,Paraphyly in the bamboo subtribe Chusqueinae (Poaceae:Bambusoideae) and a revised infrageneric classification for Chusquea,,https://scholar.google.com/scholar?&q=Paraphyly+in+the+bamboo+subtribe+Chusqueinae+%28Poaceae%3ABambusoideae%29+and+a+revised+infrageneric+classification+for+Chusquea,Auto,?,?,?,?,?,?,?,?,?,?,?,?
7779,Paraphyly in tribe Onagreae: insights into phylogenetic relationships of Onagraceae based on nuclear and chloroplast sequence data,,https://scholar.google.com/scholar?&q=Paraphyly+in+tribe+Onagreae%3A+insights+into+phylogenetic+relationships+of+Onagraceae+based+on+nuclear+and+chloroplast+sequence+data,?,Auto,?,?,?,?,?,Auto,Auto,?,?,?,?
7784,Parsing polyphyletic Pueraria: delimiting distinct evolutionary lineages through phylogeny,,https://scholar.google.com/scholar?&q=Parsing+polyphyletic+Pueraria%3A+delimiting+distinct+evolutionary+lineages+through+phylogeny,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
7829,"Paspalum chilense (Poaceae, Paspaleae): A new species from southern South America",,https://scholar.google.com/scholar?&q=Paspalum+chilense+%28Poaceae%2C+Paspaleae%29%3A+A+new+species+from+southern+South+America,Auto,?,?,?,?,?,?,?,?,?,?,?,?
7835,Pattern of Variation and Systematics of Nymphaea odorata: II. Sequence Information from ITS and trnL-trnF,,https://scholar.google.com/scholar?&q=Pattern+of+Variation+and+Systematics+of+Nymphaea+odorata%3A+II.+Sequence+Information+from+ITS+and+trnL-trnF,?,Auto,?,?,Auto,?,?,?,Auto,?,?,?,?
7836,Pattern of biogeographic regionalization and proposal for a biogeographic history of Pourouma with comments about the others genera of Cecropieae (Urticaceae),,https://scholar.google.com/scholar?&q=Pattern+of+biogeographic+regionalization+and+proposal+for+a+biogeographic+history+of+Pourouma+with+comments+about+the+others+genera+of+Cecropieae+%28Urticaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7840,Patterns and causes of incongruence between plastid and nuclear Senecioneae (Asteraceae) phylogenies,,https://scholar.google.com/scholar?&q=Patterns+and+causes+of+incongruence+between+plastid+and+nuclear+Senecioneae+%28Asteraceae%29+phylogenies,?,Auto,?,?,?,?,?,Auto,?,?,?,?,?
7843,"Patterns of Phylogenetic Diversity of Subtropical Rainforest of the Great Sandy Region, Australia Indicate Long Term Climatic Refugia",,https://scholar.google.com/scholar?&q=Patterns+of+Phylogenetic+Diversity+of+Subtropical+Rainforest+of+the+Great+Sandy+Region%2C+Australia+Indicate+Long+Term+Climatic+Refugia,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7845,Patterns of association between crucifers and their flower-mimic pathogens: host jumps are more common than coevolution or cospeciation,,https://scholar.google.com/scholar?&q=Patterns+of+association+between+crucifers+and+their+flower-mimic+pathogens%3A+host+jumps+are+more+common+than+coevolution+or+cospeciation,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7848,Patterns of evolution in western North American Mimulus (Phrymaceae),,https://scholar.google.com/scholar?&q=Patterns+of+evolution+in+western+North+American+Mimulus+%28Phrymaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7849,Patterns of gene duplication and functional evolution during the diversification of the AGAMOUS subfamily of MADS box genes in angiosperms,,https://scholar.google.com/scholar?&q=Patterns+of+gene+duplication+and+functional+evolution+during+the+diversification+of+the+AGAMOUS+subfamily+of+MADS+box+genes+in+angiosperms,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7851,Patterns of molecular and morphological differentiation in Fagus (Fagaceae): phylogenetic implications,,https://scholar.google.com/scholar?&q=Patterns+of+molecular+and+morphological+differentiation+in+Fagus+%28Fagaceae%29%3A+phylogenetic+implications,?,Auto,?,Auto,?,?,?,?,?,?,?,?,?
7852,Patterns of molecular evolution associated with two selective sweeps in the Tb1-Dwarf8 region in maize,,https://scholar.google.com/scholar?&q=Patterns+of+molecular+evolution+associated+with+two+selective+sweeps+in+the+Tb1-Dwarf8+region+in+maize,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7857,"Pectin-rich, helical cell wall thickenings of root cortical cells are taxonomically significant in the Aspleniaceae fern family",,https://scholar.google.com/scholar?&q=Pectin-rich%2C+helical+cell+wall+thickenings+of+root+cortical+cells+are+taxonomically+significant+in+the+Aspleniaceae+fern+family,Auto,?,?,?,?,?,?,?,?,?,?,?,?
7858,Peperomia (Piperaceae) from Trindade Island: A New Species Based on Morphological and Molecular Data,,https://scholar.google.com/scholar?&q=Peperomia+%28Piperaceae%29+from+Trindade+Island%3A+A+New+Species+Based+on+Morphological+and+Molecular+Data,Auto,?,?,Auto,?,?,?,?,?,?,?,?,?
7866,"Persicaria amphibia, a serious terrestrial weed in Northern Greece: a combined molecular and morphological approach to identification and taxonomy",,https://scholar.google.com/scholar?&q=Persicaria+amphibia%2C+a+serious+terrestrial+weed+in+Northern+Greece%3A+a+combined+molecular+and+morphological+approach+to+identification+and+taxonomy,Auto,?,?,Auto,?,?,?,?,?,?,?,?,?
7867,Persistent nuclear ribosomal DNA sequence polymorphism in the Amelanchier agamic complex (Rosaceae),,https://scholar.google.com/scholar?&q=Persistent+nuclear+ribosomal+DNA+sequence+polymorphism+in+the+Amelanchier+agamic+complex+%28Rosaceae%29,?,Auto,?,?,?,?,?,Auto,?,?,?,?,?
7868,"Perspectives on the phylogenomics, molecular evolution, and ages of Pharus latifolius and other early forest understory grasses",,https://scholar.google.com/scholar?&q=Perspectives+on+the+phylogenomics%2C+molecular+evolution%2C+and+ages+of+Pharus+latifolius+and+other+early+forest+understory+grasses,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7869,"Perspectives on the phylogenomics, molecular evolution, and ages of early forest understory grasses (Poaceae)",,https://scholar.google.com/scholar?&q=Perspectives+on+the+phylogenomics%2C+molecular+evolution%2C+and+ages+of+early+forest+understory+grasses+%28Poaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7872,Pervasive purifying selection characterizes the evolution of I2 homologs,,https://scholar.google.com/scholar?&q=Pervasive+purifying+selection+characterizes+the+evolution+of+I2+homologs,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7875,"Petenaeaceae, a new angiosperm family in Huerteales with a distant relationship to Gerrardina (Gerrardinaceae)",,https://scholar.google.com/scholar?&q=Petenaeaceae%2C+a+new+angiosperm+family+in+Huerteales+with+a+distant+relationship+to+Gerrardina+%28Gerrardinaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7906,"Photosystem II gene sequences of psbB and psbC clarify the phylogenetic position of Vanilla (Vanilloideae, Orchidaceae)",,https://scholar.google.com/scholar?&q=Photosystem+II+gene+sequences+of+psbB+and+psbC+clarify+the+phylogenetic+position+of+Vanilla+%28Vanilloideae%2C+Orchidaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7909,Phyloclimatic modeling of the evolution of the ivesioid Potentilleae (Rosaceae),,https://scholar.google.com/scholar?&q=Phyloclimatic+modeling+of+the+evolution+of+the+ivesioid+Potentilleae+%28Rosaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7910,Phyloecology Estimates Shed Light on Spatial and Genetic Diversification of the Pyrola picta Species Complex (Ericaceae),,https://scholar.google.com/scholar?&q=Phyloecology+Estimates+Shed+Light+on+Spatial+and+Genetic+Diversification+of+the+Pyrola+picta+Species+Complex+%28Ericaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7911,"Phylogenese Studies in the Paniceae (Poaceae-Panicoideae): Ocellochloa, a New Genus from the New World",,https://scholar.google.com/scholar?&q=Phylogenese+Studies+in+the+Paniceae+%28Poaceae-Panicoideae%29%3A+Ocellochloa%2C+a+New+Genus+from+the+New+World,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7912,Phylogenetic Analyses Of Fagales Based On Multiple DNA Sequences From Three Genomes,,https://scholar.google.com/scholar?&q=Phylogenetic+Analyses+Of+Fagales+Based+On+Multiple+DNA+Sequences+From+Three+Genomes,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7913,Phylogenetic Analyses for a New Classifi cation of the Desmodium Group of Leguminosae Tribe Desmodieae 3. The Systematic Position of Desmodium velutinum,,https://scholar.google.com/scholar?&q=Phylogenetic+Analyses+for+a+New+Classifi+cation+of+the+Desmodium+Group+of+Leguminosae+Tribe+Desmodieae+3.+The+Systematic+Position+of+Desmodium+velutinum,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7914,Phylogenetic Analyses for a New Classification of the Desmodium Group of Leguminosae Tribe Desmodieae,,https://scholar.google.com/scholar?&q=Phylogenetic+Analyses+for+a+New+Classification+of+the+Desmodium+Group+of+Leguminosae+Tribe+Desmodieae,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
7915,"Phylogenetic Analyses of Basal Angiosperms Based on Nine Plastid, Mitochondrial, and Nuclear Genes",,https://scholar.google.com/scholar?&q=Phylogenetic+Analyses+of+Basal+Angiosperms+Based+on+Nine+Plastid%2C+Mitochondrial%2C+and+Nuclear+Genes,?,Auto,?,?,?,?,?,Auto,?,?,?,?,?
7916,Phylogenetic Analyses of Clematis (Ranunculaceae) Based on Sequences of Nuclear Ribosomal ITS and Three Plastid Regions,,https://scholar.google.com/scholar?&q=Phylogenetic+Analyses+of+Clematis+%28Ranunculaceae%29+Based+on+Sequences+of+Nuclear+Ribosomal+ITS+and+Three+Plastid+Regions,?,Auto,?,?,?,?,?,Auto,?,?,?,?,?
7917,Phylogenetic Analyses of the Diploid Species of Hordeum (Poaceae) and a Revised Classification of the Genus,,https://scholar.google.com/scholar?&q=Phylogenetic+Analyses+of+the+Diploid+Species+of+Hordeum+%28Poaceae%29+and+a+Revised+Classification+of+the+Genus,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
7918,Phylogenetic Analysis Reveals Multiple Cases of Morphological Parallelism and Taxonomic Polyphyly in Lomatium (Apiaceae),,https://scholar.google.com/scholar?&q=Phylogenetic+Analysis+Reveals+Multiple+Cases+of+Morphological+Parallelism+and+Taxonomic+Polyphyly+in+Lomatium+%28Apiaceae%29,Auto,Auto,?,Auto,?,?,?,?,?,?,?,?,?
7919,Phylogenetic Analysis and Evolutionary Diversification of Heliotropium sect. Cochranea (Heliotropiaceae) in the Atacama Desert,,https://scholar.google.com/scholar?&q=Phylogenetic+Analysis+and+Evolutionary+Diversification+of+Heliotropium+sect.+Cochranea+%28Heliotropiaceae%29+in+the+Atacama+Desert,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7920,"Phylogenetic Analysis and Molecular Characterization of Xanthium sibiricum Using DNA Barcoding, PCR-RFLP, and Specific Primers",,https://scholar.google.com/scholar?&q=Phylogenetic+Analysis+and+Molecular+Characterization+of+Xanthium+sibiricum+Using+DNA+Barcoding%2C+PCR-RFLP%2C+and+Specific+Primers,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7921,Phylogenetic Analysis and Molecular Diversity of Capsicum Based on rDNA-ITS Region,,https://scholar.google.com/scholar?&q=Phylogenetic+Analysis+and+Molecular+Diversity+of+Capsicum+Based+on+rDNA-ITS+Region,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7922,Phylogenetic Analysis for genus Pteris (Pteridaceae) based on the chloroplast trnL-F intergenic spacer sequences,,https://scholar.google.com/scholar?&q=Phylogenetic+Analysis+for+genus+Pteris+%28Pteridaceae%29+based+on+the+chloroplast+trnL-F+intergenic+spacer+sequences,?,Auto,?,?,Auto,?,?,?,Auto,?,?,?,?
7923,Phylogenetic Analysis of Arctostaphylos (Ericaceae) based on nrDNA data,,https://scholar.google.com/scholar?&q=Phylogenetic+Analysis+of+Arctostaphylos+%28Ericaceae%29+based+on+nrDNA+data,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7924,Phylogenetic Analysis of Iliamna (Malvaceae) Using the ITS Region,,https://scholar.google.com/scholar?&q=Phylogenetic+Analysis+of+Iliamna+%28Malvaceae%29+Using+the+ITS+Region,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7925,"Phylogenetic Analysis of Ipomoea, Argyreia, Stictocardia, and Turbina Suggests a Generalized Model of Morphological Evolution in Morning Glories",,https://scholar.google.com/scholar?&q=Phylogenetic+Analysis+of+Ipomoea%2C+Argyreia%2C+Stictocardia%2C+and+Turbina+Suggests+a+Generalized+Model+of+Morphological+Evolution+in+Morning+Glories,?,Auto,?,Auto,?,?,?,?,?,?,?,?,?
7926,Phylogenetic Analysis of Picea Species Based on Chloroplast and Mitochondrial Gene Sequences,,https://scholar.google.com/scholar?&q=Phylogenetic+Analysis+of+Picea+Species+Based+on+Chloroplast+and+Mitochondrial+Gene+Sequences,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
7927,Phylogenetic Analysis of Ruprechtia,,https://scholar.google.com/scholar?&q=Phylogenetic+Analysis+of+Ruprechtia,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7928,Phylogenetic Analysis of Section Sinomartagon in Genus Lilium Using Sequences of Internal Transcribed Spacer Region in Nuclear Ribosomal DNA,,https://scholar.google.com/scholar?&q=Phylogenetic+Analysis+of+Section+Sinomartagon+in+Genus+Lilium+Using+Sequences+of+Internal+Transcribed+Spacer+Region+in+Nuclear+Ribosomal+DNA,?,Auto,?,?,Auto,?,?,Auto,?,?,?,?,?
7929,Phylogenetic Analysis of Subgenus Vigna Species Using Nuclear Ribosomal RNA ITS: Evidence of Hybridization among Vigna unguiculata Subspecies,,https://scholar.google.com/scholar?&q=Phylogenetic+Analysis+of+Subgenus+Vigna+Species+Using+Nuclear+Ribosomal+RNA+ITS%3A+Evidence+of+Hybridization+among+Vigna+unguiculata+Subspecies,?,Auto,?,?,?,?,?,Auto,?,?,?,?,?
7930,Phylogenetic Analysis of nrDNA ITS Sequences Supports a Sister-group Relationship between Craigia and Tilia,,https://scholar.google.com/scholar?&q=Phylogenetic+Analysis+of+nrDNA+ITS+Sequences+Supports+a+Sister-group+Relationship+between+Craigia+and+Tilia,?,Auto,?,?,?,?,?,?,?,?,?,?,?
7931,Phylogenetic Analysisof Cestrum Section Habrothamnus (Solanaceae) Based on Plastid and Nuclear DNA Sequences,,https://scholar.google.com/scholar?&q=Phylogenetic+Analysisof+Cestrum+Section+Habrothamnus+%28Solanaceae%29+Based+on+Plastid+and+Nuclear+DNA+Sequences,?,Auto,?,?,?,?,?,Auto,?,?,?,?,?
7932,Phylogenetic Inference in Sapindaceae sensu lato Using Plastid matK and rbcL DNA Sequences,,https://scholar.google.com/scholar?&q=Phylogenetic+Inference+in+Sapindaceae+sensu+lato+Using+Plastid+matK+and+rbcL+DNA+Sequences,?,Auto,?,?,Auto,?,?,?,Auto,?,?,?,?
7933,Phylogenetic Inference in Saxifragaceae Sensu Stricto and Gilia (Polemoniaceae) Using matK Sequences,,https://scholar.google.com/scholar?&q=Phylogenetic+Inference+in+Saxifragaceae+Sensu+Stricto+and+Gilia+%28Polemoniaceae%29+Using+matK+Sequences,?,Auto,?,?,Auto,?,?,?,Auto,?,?,?,?
7934,Phylogenetic Inference in Velloziaceae Using Chloroplast TrnL-F Sequences,,https://scholar.google.com/scholar?&q=Phylogenetic+Inference+in+Velloziaceae+Using+Chloroplast+TrnL-F+Sequences,?,Auto,?,?,Auto,?,?,?,Auto,?,?,?,?
